"","X6M","X9M","X1Y","X2Y","X3Y","X4Y","X5Y","X7Y","X10Y"
"2014-05-01",3.43,3.465,3.515,3.645,3.785,3.925,4.055,4.3,4.535
"2014-05-02",3.43,3.465,3.515,3.65,3.785,3.915,4.045,4.29,4.525
"2014-05-05",3.43,3.455,3.505,3.64,3.775,3.9,4.02,4.26,4.485
"2014-05-06",3.425,3.455,3.505,3.64,3.775,3.91,4.03,4.26,4.5
"2014-05-07",3.425,3.47,3.505,3.64,3.77,3.89,4,4.23,4.455
"2014-05-08",3.43,3.47,3.505,3.64,3.765,3.88,3.99,4.215,4.425
"2014-05-09",3.475,3.575,3.625,3.76,3.88,3.985,4.085,4.295,4.495
"2014-05-12",3.475,3.56,3.6,3.745,3.865,3.975,4.085,4.305,4.49
"2014-05-13",3.475,3.56,3.6,3.745,3.865,3.975,4.085,4.305,4.49
"2014-05-14",3.475,3.555,3.595,3.73,3.85,3.955,4.06,4.265,4.455
"2014-05-15",3.465,3.545,3.6,3.74,3.855,3.96,4.06,4.255,4.46
"2014-05-16",3.475,3.56,3.61,3.75,3.86,3.97,4.075,4.27,4.48
"2014-05-19",3.485,3.575,3.655,3.795,3.91,4.02,4.13,4.33,4.545
"2014-05-20",3.5,3.575,3.64,3.785,3.905,4.025,4.14,4.34,4.56
"2014-05-21",3.51,3.59,3.64,3.775,3.895,4.01,4.12,4.325,4.54
"2014-05-22",3.5,3.575,3.63,3.775,3.9,4.025,4.14,4.345,4.56
"2014-05-23",3.505,3.575,3.63,3.775,3.9,4.025,4.14,4.345,4.56
"2014-05-26",3.515,3.585,3.64,3.78,3.905,4.025,4.145,4.35,4.565
"2014-05-27",3.525,3.58,3.625,3.765,3.89,4.015,4.135,4.34,4.565
"2014-05-28",3.525,3.58,3.625,3.755,3.875,3.99,4.105,4.31,4.53
"2014-05-29",3.525,3.58,3.63,3.75,3.86,3.965,4.075,4.27,4.48
"2014-05-30",3.54,3.585,3.635,3.75,3.865,3.97,4.08,4.28,4.48
"2014-06-02",3.545,3.6,3.64,3.755,3.87,3.975,4.085,4.285,4.495
"2014-06-03",3.56,3.61,3.65,3.76,3.875,3.99,4.105,4.315,4.515
"2014-06-04",3.57,3.62,3.655,3.775,3.89,4,4.115,4.325,4.525
"2014-06-05",3.56,3.605,3.655,3.77,3.885,4,4.115,4.325,4.525
"2014-06-06",3.56,3.605,3.65,3.76,3.875,3.985,4.095,4.305,4.5
"2014-06-09",3.57,3.61,3.655,3.775,3.895,4.01,4.12,4.33,4.525
"2014-06-10",3.57,3.615,3.66,3.78,3.9,4.01,4.12,4.33,4.53
"2014-06-11",3.57,3.615,3.66,3.78,3.9,4.01,4.125,4.335,4.535
"2014-06-12",3.57,3.615,3.655,3.77,3.89,4,4.115,4.325,4.525
"2014-06-13",3.575,3.625,3.67,3.78,3.895,4.005,4.115,4.32,4.515
"2014-06-16",3.575,3.625,3.665,3.775,3.89,4.005,4.115,4.315,4.505
"2014-06-17",3.575,3.625,3.675,3.79,3.91,4.015,4.13,4.33,4.52
"2014-06-18",3.58,3.625,3.665,3.785,3.91,4.025,4.145,4.345,4.54
"2014-06-19",3.605,3.64,3.675,3.785,3.905,4.01,4.125,4.325,4.515
"2014-06-20",3.61,3.65,3.685,3.8,3.92,4.025,4.14,4.34,4.53
"2014-06-23",3.61,3.65,3.68,3.795,3.91,4.015,4.125,4.315,4.515
"2014-06-24",3.61,3.65,3.675,3.79,3.9,4.01,4.12,4.31,4.51
"2014-06-25",3.62,3.655,3.69,3.8,3.91,4.02,4.13,4.32,4.52
"2014-06-26",3.62,3.655,3.685,3.79,3.9,4.01,4.12,4.31,4.505
"2014-06-27",3.615,3.65,3.68,3.78,3.89,4,4.105,4.295,4.49
"2014-06-30",3.61,3.645,3.68,3.78,3.885,3.985,4.09,4.28,4.475
"2014-07-01",3.61,3.645,3.68,3.78,3.88,3.98,4.08,4.27,4.465
"2014-07-02",3.615,3.65,3.675,3.775,3.875,3.97,4.07,4.26,4.455
"2014-07-03",3.615,3.65,3.685,3.785,3.89,3.995,4.095,4.285,4.485
"2014-07-04",3.615,3.65,3.68,3.785,3.89,4,4.105,4.295,4.495
"2014-07-07",3.615,3.65,3.69,3.795,3.9,4,4.105,4.295,4.495
"2014-07-08",3.62,3.65,3.675,3.775,3.88,3.98,4.085,4.275,4.48
"2014-07-09",3.615,3.65,3.69,3.785,3.88,3.985,4.09,4.28,4.47
