"","X91D.deposit","X9M","X1Y","X18M","X2Y","X3Y","X4Y","X5Y","X6Y","X7Y","X8Y","X9Y","X10Y","X12Y","X15Y","X20Y"
"2010-07-14",2.63,3.06,3.204,3.47,3.6081,3.85,3.98,4.065,4.1299,4.185,4.2398,4.2909,4.33,4.3736,4.39,4.315
"2010-07-15",2.63,3.05,3.2063,3.435,3.6113,3.81,3.94,4.025,4.0896,4.145,4.1999,4.2509,4.29,4.3335,4.35,4.275
"2010-07-16",2.63,3.045,3.2034,3.43,3.6093,3.81,3.9375,4.025,4.0899,4.145,4.1999,4.2509,4.29,4.3335,4.35,4.275
"2010-07-19",2.63,3.0425,3.2063,3.4075,3.6121,3.78,3.905,3.99,4.0572,4.115,4.1708,4.2214,4.26,4.3035,4.32,4.245
"2010-07-20",2.63,3.035,3.1759,3.405,3.5625,3.785,3.9125,3.995,4.0617,4.12,4.1754,4.2261,4.265,4.3086,4.325,4.25
"2010-07-21",2.63,3,3.1425,3.3775,3.5254,3.7575,3.8925,3.98,4.0475,4.105,4.1618,4.2147,4.255,4.2992,4.315,4.24
"2010-07-22",2.63,2.955,3.09,3.32,3.48,3.705,3.845,3.935,4.0044,4.065,4.1269,4.1855,4.23,4.2759,4.29,4.215
"2010-07-23",2.63,2.9675,3.11,3.32,3.485,3.715,3.8625,3.9625,4.0355,4.0975,4.1614,4.2218,4.2675,4.314,4.3275,4.2525
"2010-07-26",2.63,2.9975,3.14,3.365,3.53,3.7525,3.9,3.9925,4.0574,4.13,4.1843,4.2445,4.29,4.3365,4.35,4.275
"2010-07-27",2.63,2.9975,3.1325,3.3625,3.52,3.7375,3.8775,3.9725,4.0472,4.1125,4.1769,4.237,4.2825,4.3291,4.3425,4.2675
"2010-07-28",2.63,2.99,3.13,3.365,3.51,3.725,3.865,3.96,4.0321,4.1,4.1619,4.2221,4.2675,4.314,4.3275,4.2525
"2010-07-29",2.63,2.9675,3.1025,3.3075,3.465,3.685,3.8225,3.92,3.9952,4.06,4.1245,4.1846,4.23,4.2765,4.29,4.215
"2010-07-30",2.63,2.96,3.095,3.3125,3.465,3.685,3.825,3.92,3.9948,4.06,4.1245,4.1846,4.23,4.2765,4.29,4.215
"2010-08-02",2.63,3.005,3.14,3.355,3.515,3.735,3.87,3.97,4.0489,4.12,4.1848,4.242,4.285,4.3309,4.345,4.27
"2010-08-03",2.63,2.9925,3.14,3.36,3.52,3.745,3.88,3.975,4.0555,4.125,4.189,4.2466,4.29,4.336,4.35,4.275
"2010-08-04",2.63,2.97,3.115,3.3375,3.5,3.715,3.85,3.95,4.0308,4.1,4.1655,4.2251,4.27,4.3166,4.33,4.255
"2010-08-05",2.63,2.995,3.1375,3.36,3.5275,3.745,3.8788,3.97,4.0498,4.1163,4.1826,4.2423,4.2875,4.334,4.3475,4.2725
"2010-08-06",2.63,3.05,3.18,3.4,3.57,3.78,3.91,3.995,4.0665,4.13,4.191,4.2473,4.29,4.3353,4.35,4.275
"2010-08-09",2.63,3.05,3.21,3.44,3.6,3.81,3.935,4.02,4.0918,4.155,4.2149,4.2689,4.31,4.3547,4.37,4.295
"2010-08-10",2.63,3.0375,3.19,3.415,3.575,3.79,3.915,4,4.0691,4.13,4.1889,4.2434,4.285,4.3298,4.345,4.27
"2010-08-11",2.63,2.98,3.12,3.3375,3.495,3.71,3.84,3.925,3.9966,4.06,4.1235,4.1836,4.23,4.2823,4.305,4.23
"2010-08-12",2.63,2.9525,3.085,3.295,3.425,3.6325,3.765,3.86,3.9348,4,4.0638,4.1232,4.17,4.2284,4.26,4.17
"2010-08-13",2.63,2.955,3.08,3.29,3.405,3.615,3.75,3.86,3.9371,4,4.0609,4.1162,4.16,4.2172,4.25,4.16
"2010-08-16",2.63,2.9763,3.095,3.28,3.425,3.63,3.76,3.86,3.9361,4,4.0597,4.1129,4.155,4.2117,4.245,4.155
"2010-08-17",2.63,2.99,3.11,3.3075,3.44,3.645,3.775,3.8725,3.9444,4.005,4.0635,4.1172,4.16,4.2168,4.25,4.16
"2010-08-18",2.63,2.9625,3.085,3.2775,3.405,3.61,3.74,3.8375,3.9083,3.97,4.0287,4.0824,4.125,4.1811,4.215,4.14
"2010-08-19",2.63,2.98,3.105,3.2875,3.405,3.61,3.7325,3.82,3.892,3.955,4.0138,4.0674,4.11,4.1659,4.2,4.125
"2010-08-20",2.63,2.97,3.085,3.265,3.38,3.58,3.6925,3.77,3.8385,3.9,3.9568,4.0086,4.05,4.1053,4.14,4.065
"2010-08-23",2.63,2.98,3.1,3.2825,3.3925,3.58,3.6875,3.765,3.8287,3.885,3.9395,3.9897,4.03,4.0848,4.12,4.045
"2010-08-24",2.63,2.9675,3.09,3.265,3.37,3.555,3.67,3.75,3.8185,3.88,3.9382,3.9921,4.035,4.0901,4.125,4.07
"2010-08-25",2.63,2.9825,3.095,3.26,3.375,3.55,3.67,3.755,3.8245,3.885,3.9432,3.9971,4.04,4.0952,4.13,4.075
"2010-08-26",2.63,2.965,3.0725,3.2225,3.3425,3.5175,3.635,3.7225,3.7919,3.8525,3.9096,3.9622,4.0075,4.0822,4.1525,4.1175
"2010-08-27",2.63,2.9725,3.085,3.2375,3.35,3.52,3.63,3.715,3.782,3.84,3.8936,3.9424,3.985,4.058,4.13,4.105
"2010-08-30",2.63,2.98,3.1,3.2513,3.37,3.54,3.65,3.735,3.8024,3.86,3.9124,3.9591,4,4.0725,4.145,4.12
"2010-08-31",2.66,2.995,3.12,3.2675,3.37,3.53,3.64,3.715,3.7868,3.845,3.8965,3.9439,3.985,4.0668,4.14,4.12
"2010-09-01",2.66,3.035,3.165,3.31,3.42,3.58,3.68,3.755,3.7988,3.885,3.9079,3.9572,4.025,4.11,4.18,4.16
"2010-09-02",2.66,3.03,3.15,3.3075,3.42,3.575,3.68,3.76,3.82,3.885,3.93,3.98,4.03,4.105,4.185,4.165
"2010-09-03",2.66,3.035,3.1575,3.325,3.445,3.61,3.72,3.805,3.875,3.93,3.985,4.035,4.075,4.155,4.23,4.21
"2010-09-06",2.66,3.0575,3.17,3.3375,3.47,3.64,3.755,3.84,3.9063,3.965,4.0113,4.0613,4.11,4.185,4.26,4.24
"2010-09-07",2.66,3.0325,3.145,3.2975,3.43,3.59,3.705,3.79,3.855,3.915,3.965,4.015,4.065,4.1425,4.215,4.195
"2010-09-08",2.66,3.0175,3.125,3.2875,3.4,3.565,3.6725,3.7575,3.825,3.8825,3.935,3.98,4.0325,4.113,4.1825,4.1625
"2010-09-09",2.66,2.875,2.98,3.135,3.225,3.4,3.525,3.62,3.685,3.745,3.795,3.845,3.895,3.975,4.045,4.025
"2010-09-10",2.66,2.8925,2.995,3.1525,3.265,3.44,3.56,3.655,3.7225,3.78,3.83,3.8825,3.925,4,4.075,4.055
"2010-09-13",2.66,2.915,3.0175,3.1675,3.2825,3.4675,3.5825,3.6725,3.73,3.8025,3.84,3.89,3.9525,4.015,4.1025,4.0825
"2010-09-14",2.66,2.9,3.01,3.16,3.28,3.46,3.575,3.665,3.74,3.795,3.845,3.895,3.94,4.02,4.09,4.07
"2010-09-15",2.66,2.9075,3.0075,3.175,3.295,3.475,3.59,3.685,3.75,3.82,3.87,3.92,3.975,4.045,4.125,4.105
"2010-09-16",2.66,2.895,2.98,3.1425,3.26,3.445,3.565,3.66,3.73,3.79,3.845,3.8975,3.945,4.025,4.095,4.075
"2010-09-17",2.66,2.9,3.01,3.17,3.31,3.5,3.63,3.725,3.79,3.865,3.91,3.96,4.02,4.105,4.17,4.15
"2010-09-20",2.66,2.92,3.0275,3.2075,3.345,3.535,3.665,3.76,3.835,3.9,3.95,4,4.055,4.13,4.205,4.185
"2010-09-21",2.66,2.92,3.0275,3.205,3.345,3.535,3.665,3.76,3.84,3.9,3.95,4,4.055,4.135,4.205,4.185
"2010-09-22",2.66,2.92,3.0275,3.205,3.345,3.535,3.665,3.76,3.84,3.9,3.95,4,4.055,4.135,4.205,4.185
"2010-09-23",2.66,2.92,3.0275,3.205,3.345,3.535,3.665,3.76,3.84,3.9,3.95,4,4.055,4.135,4.205,4.185
"2010-09-24",2.66,2.91,3.01,3.185,3.305,3.495,3.625,3.71,3.7875,3.845,3.9025,3.955,4,4.075,4.15,4.13
"2010-09-27",2.66,2.92,3.01,3.1775,3.29,3.48,3.605,3.685,3.77,3.825,3.875,3.92,3.975,4.06,4.125,4.105
"2010-09-28",2.66,2.91,2.995,3.16,3.275,3.465,3.58,3.665,3.75,3.805,3.855,3.905,3.955,4.0375,4.105,4.085
"2010-09-29",2.66,2.915,3.01,3.1575,3.275,3.44,3.545,3.635,3.715,3.765,3.82,3.8675,3.905,3.99,4.05,4.03
"2010-09-30",2.66,2.905,3,3.155,3.26,3.43,3.5325,3.625,3.7,3.75,3.8,3.845,3.89,3.96,4.035,4.015
"2010-10-01",2.66,2.905,2.99,3.1225,3.2075,3.365,3.465,3.5375,3.6025,3.6625,3.7125,3.755,3.8025,3.88,3.9475,3.9275
"2010-10-04",2.66,2.93,3.0275,3.15,3.28,3.43,3.53,3.6,3.6675,3.725,3.77,3.82,3.87,3.94,4.015,3.995
"2010-10-05",2.66,2.9275,3.02,3.17,3.2675,3.4175,3.51,3.58,3.65,3.7,3.755,3.8075,3.85,3.93,3.995,3.975
"2010-10-06",2.66,2.93,3.02,3.16,3.275,3.4275,3.5225,3.5925,3.66,3.7125,3.77,3.82,3.87,3.9425,4.015,3.995
"2010-10-07",2.66,2.92,3.015,3.16,3.27,3.43,3.525,3.6,3.66,3.725,3.775,3.825,3.87,3.955,4.015,3.995
"2010-10-08",2.66,2.92,2.995,3.14,3.25,3.4,3.5,3.58,3.645,3.705,3.755,3.805,3.855,3.925,4,3.98
"2010-10-11",2.66,2.91,3.005,3.155,3.26,3.4075,3.5075,3.5875,3.66,3.715,3.78,3.82,3.875,3.945,4.02,4
"2010-10-12",2.67,2.9,2.99,3.135,3.24,3.395,3.5,3.58,3.64,3.715,3.75,3.805,3.86,3.93,4.005,3.985
"2010-10-13",2.68,2.935,3.025,3.1675,3.2725,3.4225,3.5325,3.6175,3.695,3.7475,3.8075,3.855,3.8975,3.975,4.0425,4.0225
"2010-10-14",2.67,2.8375,2.91,3.0525,3.155,3.295,3.405,3.495,3.5725,3.64,3.7,3.7475,3.795,3.865,3.94,3.92
"2010-10-15",2.66,2.8175,2.895,3.03,3.13,3.2825,3.41,3.505,3.5775,3.645,3.6925,3.7575,3.81,3.88,3.95,3.93
"2010-10-18",2.66,2.825,2.9,3.045,3.1475,3.315,3.445,3.55,3.625,3.7,3.7575,3.805,3.87,3.945,4.01,4
"2010-10-19",2.66,2.855,2.945,3.075,3.21,3.38,3.515,3.62,3.695,3.78,3.84,3.88,3.955,4.025,4.095,4.085
"2010-10-20",2.66,2.8675,2.955,3.1025,3.22,3.39,3.515,3.61,3.6825,3.77,3.82,3.88,3.945,3.965,4.085,4.075
"2010-10-21",2.66,2.845,2.93,3.07,3.17,3.33,3.4525,3.545,3.635,3.705,3.77,3.83,3.88,3.96,4.02,4.01
"2010-10-22",2.66,2.835,2.92,3.06,3.16,3.32,3.43,3.53,3.605,3.69,3.745,3.805,3.865,3.935,4.005,3.995
"2010-10-25",2.66,2.8825,2.97,3.1125,3.22,3.38,3.485,3.575,3.655,3.735,3.795,3.8475,3.905,3.975,4.045,4.035
"2010-10-26",2.66,2.8775,2.9725,3.11,3.215,3.375,3.485,3.575,3.6525,3.725,3.795,3.8375,3.8925,3.97,4.0325,4.0225
"2010-10-27",2.66,2.915,3.005,3.15,3.26,3.425,3.545,3.64,3.72,3.79,3.85,3.9075,3.96,4.04,4.1,4.1
"2010-10-28",2.66,2.89,2.99,3.125,3.225,3.39,3.52,3.6175,3.6925,3.7675,3.825,3.88,3.93,4,4.08,4.1
"2010-10-29",2.66,2.9075,2.995,3.1375,3.25,3.41,3.535,3.635,3.7175,3.785,3.84,3.895,3.95,4.02,4.1,4.12
"2010-11-01",2.66,2.9475,3.04,3.1975,3.31,3.48,3.61,3.715,3.7975,3.86,3.915,3.9725,4.025,4.1,4.18,4.22
"2010-11-02",2.66,2.9625,3.07,3.2175,3.345,3.515,3.635,3.73,3.8075,3.87,3.92,3.9775,4.03,4.095,4.18,4.22
"2010-11-03",2.66,2.96,3.065,3.21,3.34,3.5075,3.625,3.72,3.8,3.86,3.915,3.975,4.02,4.09,4.17,4.21
"2010-11-04",2.66,3,3.1,3.2625,3.395,3.57,3.685,3.785,3.865,3.925,3.965,4.035,4.085,4.16,4.245,4.275
"2010-11-05",2.66,3.01,3.11,3.2925,3.445,3.62,3.74,3.835,3.9175,3.975,4.03,4.0825,4.135,4.2,4.295,4.325
"2010-11-08",2.66,3.0075,3.125,3.3,3.4475,3.6225,3.7425,3.8425,3.925,3.9825,4.0375,4.0875,4.1425,4.203,4.3025,4.3325
"2010-11-09",2.66,3.0025,3.13,3.315,3.465,3.65,3.775,3.875,3.9575,4.02,4.06,4.11,4.18,4.24,4.34,4.375
"2010-11-10",2.66,3,3.125,3.3,3.455,3.635,3.76,3.86,3.9475,4.005,4.065,4.115,4.16,4.22,4.305,4.335
"2010-11-11",2.66,3.02,3.15,3.33,3.47,3.66,3.785,3.885,3.9675,4.0325,4.0875,4.14,4.195,4.255,4.335,4.37
"2010-11-12",2.66,3.03,3.16,3.33,3.4625,3.655,3.785,3.8875,3.995,4.0375,4.1175,4.17,4.1975,4.26,4.3325,4.3725
"2010-11-15",2.66,3.0475,3.1825,3.36,3.5,3.69,3.825,3.93,4.0125,4.08,4.1375,4.1925,4.24,4.275,4.345,4.385
"2010-11-16",2.8,3.025,3.125,3.295,3.415,3.585,3.7175,3.82,3.9025,3.97,4.025,4.085,4.13,4.17,4.225,4.265
"2010-11-17",2.8,3.035,3.14,3.31,3.435,3.6075,3.735,3.84,3.92,3.985,4.0425,4.1,4.1425,4.18,4.2375,4.2775
"2010-11-18",2.8,3.025,3.115,3.285,3.415,3.59,3.72,3.83,3.925,3.98,4.045,4.1025,4.14,4.1875,4.245,4.285
"2010-11-19",2.8,3.0025,3.09,3.245,3.385,3.56,3.705,3.82,3.905,3.975,4.0375,4.0975,4.14,4.185,4.245,4.285
"2010-11-22",2.8,3.0175,3.115,3.27,3.415,3.5925,3.7225,3.8325,3.9225,3.9875,4.055,4.115,4.1525,4.199,4.2575,4.2975
"2010-11-23",2.8,3.015,3.13,3.27,3.445,3.62,3.75,3.86,3.925,4.015,4.06,4.12,4.18,4.21,4.285,4.325
"2010-11-24",2.8,2.9925,3.095,3.2475,3.4,3.585,3.7125,3.82,3.9075,3.975,4.035,4.1025,4.145,4.2,4.25,4.29
"2010-11-25",2.8,2.995,3.085,3.2475,3.385,3.57,3.705,3.815,3.9025,3.975,4.0375,4.0975,4.15,4.2,4.255,4.295
"2010-11-26",2.8,2.99,3.085,3.2475,3.39,3.585,3.72,3.835,3.92,3.9975,4.0575,4.1175,4.175,4.23,4.28,4.32
"2010-11-29",2.8,2.96,3.04,3.19,3.33,3.52,3.65,3.7575,3.8425,3.92,3.98,4.04,4.0975,4.145,4.2025,4.2425
"2010-11-30",2.8,2.96,3.04,3.185,3.315,3.5,3.63,3.74,3.8225,3.91,3.9675,4.0275,4.09,4.14,4.2,4.24
"2010-12-01",2.8,2.9625,3.0475,3.195,3.3325,3.51,3.6425,3.755,3.84,3.93,3.9975,4.0575,4.115,4.165,4.225,4.265
"2010-12-02",2.8,2.9825,3.07,3.21,3.355,3.535,3.6675,3.78,3.86,3.95,4.015,4.08,4.14,4.19,4.25,4.29
"2010-12-03",2.8,2.99,3.075,3.22,3.355,3.54,3.6725,3.785,3.87,3.95,4.0125,4.075,4.145,4.195,4.255,4.295
"2010-12-06",2.8,2.99,3.08,3.2275,3.35,3.535,3.6675,3.78,3.865,3.945,4.02,4.0775,4.14,4.19,4.25,4.29
"2010-12-07",2.8,2.995,3.09,3.225,3.35,3.525,3.66,3.77,3.86,3.935,4,4.065,4.125,4.18,4.235,4.275
"2010-12-08",2.8,3.03,3.125,3.2725,3.415,3.595,3.7275,3.845,3.9275,4.005,4.0575,4.1175,4.185,4.235,4.295,4.335
"2010-12-09",2.8,3.015,3.12,3.28,3.415,3.595,3.725,3.845,3.9375,4.015,4.075,4.125,4.19,4.2475,4.3,4.34
"2010-12-10",2.8,3.015,3.12,3.2725,3.41,3.59,3.725,3.84,3.94,4.005,4.0775,4.1375,4.18,4.235,4.29,4.33
"2010-12-13",2.8,3.06,3.17,3.33,3.47,3.66,3.8,3.92,4.0075,4.085,4.15,4.21,4.26,4.3175,4.37,4.41
"2010-12-14",2.8,3.0675,3.175,3.3375,3.4825,3.67,3.8125,3.935,4.015,4.0975,4.155,4.215,4.2625,4.318,4.3725,4.4125
"2010-12-15",2.8,3.0875,3.195,3.39,3.525,3.715,3.86,3.98,4.0825,4.135,4.1725,4.2325,4.295,4.355,4.405,4.445
"2010-12-16",2.8,3.065,3.17,3.355,3.5,3.685,3.825,3.94,4.03,4.0975,4.16,4.215,4.26,4.3175,4.37,4.41
"2010-12-17",2.8,3.07,3.1875,3.36,3.525,3.71,3.86,3.975,4.0475,4.1325,4.165,4.225,4.295,4.35,4.405,4.445
"2010-12-20",2.8,3.07,3.175,3.365,3.515,3.695,3.845,3.96,4.0625,4.1175,4.1675,4.2275,4.28,4.335,4.39,4.43
"2010-12-21",2.8,3.04,3.1325,3.31,3.4575,3.6425,3.7875,3.8975,3.985,4.0625,4.13,4.19,4.2475,4.303,4.3575,4.3975
"2010-12-22",2.8,3.025,3.12,3.285,3.43,3.615,3.76,3.875,3.965,4.04,4.105,4.1625,4.22,4.275,4.33,4.37
"2010-12-23",2.8,3.035,3.1425,3.295,3.435,3.62,3.77,3.885,3.98,4.05,4.12,4.175,4.23,4.285,4.34,4.38
"2010-12-24",2.8,3.0525,3.15,3.3175,3.45,3.635,3.785,3.9,3.9875,4.065,4.13,4.1875,4.245,4.3,4.355,4.395
"2010-12-27",2.8,3.0825,3.19,3.3575,3.49,3.675,3.825,3.94,4.0225,4.1,4.165,4.225,4.28,4.335,4.39,4.43
"2010-12-28",2.8,3.1025,3.2,3.37,3.505,3.69,3.84,3.955,4.04,4.115,4.18,4.24,4.295,4.35,4.405,4.445
"2010-12-29",2.8,3.1,3.2,3.37,3.51,3.685,3.83,3.945,4.04,4.105,4.18,4.24,4.285,4.35,4.395,4.435
"2010-12-30",2.8,3.0875,3.19,3.3775,3.525,3.705,3.845,3.96,4.0425,4.12,4.1825,4.2425,4.3,4.355,4.41,4.45
"2010-12-31",2.8,3.085,3.19,3.375,3.525,3.705,3.845,3.96,4.045,4.12,4.185,4.245,4.3,4.355,4.41,4.45
"2011-01-03",2.8,3.1025,3.235,3.41,3.56,3.7425,3.8875,4.01,4.0925,4.16,4.2075,4.2725,4.33,4.385,4.44,4.48
"2011-01-04",2.8,3.0975,3.225,3.4075,3.56,3.75,3.895,4.015,4.095,4.165,4.2075,4.265,4.32,4.37,4.43,4.47
"2011-01-05",2.8,3.0975,3.235,3.41,3.575,3.76,3.905,4.02,4.0975,4.1625,4.2075,4.2625,4.31,4.365,4.42,4.46
"2011-01-06",2.8,3.12,3.2675,3.455,3.61,3.81,3.9675,4.0825,4.155,4.21,4.26,4.315,4.3425,4.415,4.4525,4.4925
"2011-01-07",2.8,3.13,3.255,3.4575,3.625,3.83,3.98,4.09,4.1625,4.22,4.26,4.31,4.3525,4.408,4.4625,4.5025
"2011-01-10",2.8,3.115,3.245,3.445,3.61,3.82,3.9675,4.0825,4.155,4.215,4.255,4.305,4.3475,4.403,4.4575,4.4975
"2011-01-11",2.8,3.1275,3.26,3.4625,3.635,3.815,3.965,4.085,4.1875,4.22,4.29,4.3475,4.35,4.44,4.495,4.535
"2011-01-12",2.8,3.125,3.245,3.4475,3.595,3.83,3.98,4.1,4.1775,4.24,4.3,4.3275,4.3825,4.45,4.4925,4.5325
"2011-01-13",2.975,3.26,3.428,3.5575,3.7544,3.9391,4.0652,4.1529,4.2175,4.2803,4.3125,4.3525,4.4133,4.463,4.5218,4.5611
"2011-01-14",2.98,3.29,3.42,3.59,3.764,3.939,4.06,4.15,4.215,4.275,4.315,4.35,4.41,4.465,4.52,4.5575
"2011-01-17",2.98,3.3175,3.4525,3.6325,3.7925,3.965,4.075,4.155,4.2275,4.285,4.33,4.37,4.415,4.48,4.525,4.565
"2011-01-18",2.98,3.315,3.445,3.615,3.765,3.935,4.06,4.155,4.2325,4.2825,4.33,4.37,4.4125,4.475,4.5225,4.5625
"2011-01-19",2.98,3.35,3.4975,3.665,3.85,4.0225,4.1425,4.2325,4.31,4.3575,4.41,4.4475,4.4825,4.545,4.5925,4.6325
"2011-01-20",3,3.385,3.53,3.7175,3.87,4.045,4.16,4.24,4.3125,4.355,4.405,4.44,4.475,4.53,4.585,4.625
"2011-01-21",3,3.375,3.52,3.7075,3.85,4.02,4.135,4.215,4.2975,4.3225,4.375,4.4075,4.44,4.495,4.55,4.59
"2011-01-24",3.01,3.41,3.555,3.74,3.88,4.05,4.165,4.245,4.32,4.36,4.415,4.445,4.48,4.535,4.59,4.63
"2011-01-25",3.01,3.44,3.6,3.78,3.92,4.0825,4.195,4.275,4.345,4.385,4.44,4.47,4.505,4.56,4.615,4.655
"2011-01-26",3.01,3.43,3.57,3.745,3.8825,4.0425,4.1475,4.2275,4.305,4.345,4.395,4.425,4.465,4.52,4.575,4.615
"2011-01-27",3.02,3.435,3.5675,3.7425,3.865,4.025,4.13,4.205,4.2825,4.325,4.3775,4.4125,4.45,4.505,4.56,4.6
"2011-01-28",3.03,3.455,3.6025,3.745,3.8875,4.0425,4.1375,4.2075,4.265,4.3225,4.375,4.41,4.4475,4.505,4.5575,4.5975
"2011-01-31",3.05,3.5075,3.635,3.8,3.92,4.0525,4.1325,4.1975,4.2675,4.305,4.3575,4.38,4.4225,4.475,4.5325,4.5725
"2011-02-01",3.05,3.5113,3.64,3.8125,3.92,4.05,4.1325,4.2,4.27,4.31,4.3575,4.3925,4.43,4.475,4.54,4.58
"2011-02-02",3.05,3.51,3.64,3.805,3.92,4.05,4.1325,4.2,4.27,4.31,4.355,4.395,4.43,4.49,4.54,4.58
"2011-02-03",3.05,3.51,3.64,3.805,3.92,4.05,4.1325,4.2,4.27,4.31,4.355,4.395,4.43,4.49,4.54,4.58
"2011-02-04",3.05,3.51,3.64,3.805,3.92,4.05,4.1325,4.2,4.27,4.31,4.355,4.395,4.43,4.49,4.54,4.58
"2011-02-07",3.08,3.555,3.695,3.8675,3.99,4.135,4.23,4.295,4.37,4.405,4.4575,4.4975,4.52,4.575,4.63,4.67
"2011-02-08",3.09,3.545,3.675,3.8475,3.965,4.12,4.22,4.285,4.3481,4.385,4.44,4.48,4.5,4.57,4.61,4.65
"2011-02-09",3.09,3.5,3.635,3.825,3.96,4.12,4.23,4.3075,4.375,4.4175,4.465,4.5075,4.5325,4.588,4.6425,4.6825
"2011-02-10",3.11,3.47,3.6,3.7775,3.905,4.065,4.165,4.24,4.3025,4.355,4.3925,4.4375,4.48,4.54,4.59,4.63
"2011-02-11",3.12,3.4875,3.59,3.77,3.9,4.07,4.185,4.265,4.335,4.39,4.4375,4.4875,4.525,4.585,4.635,4.675
"2011-02-14",3.13,3.5,3.6,3.78,3.905,4.0725,4.1925,4.2675,4.345,4.3925,4.445,4.485,4.5275,4.5865,4.6375,4.6775
"2011-02-15",3.13,3.495,3.595,3.76,3.89,4.055,4.165,4.245,4.3125,4.37,4.415,4.46,4.51,4.565,4.62,4.66
"2011-02-16",3.14,3.5,3.6,3.77,3.8975,4.06,4.1775,4.2575,4.3213,4.3825,4.4213,4.4688,4.5225,4.578,4.6325,4.6725
"2011-02-17",3.15,3.505,3.615,3.7763,3.91,4.07,4.1825,4.27,4.35,4.4,4.445,4.495,4.545,4.6,4.655,4.695
"2011-02-18",3.15,3.5025,3.615,3.77,3.88,4.025,4.135,4.215,4.29,4.345,4.395,4.445,4.495,4.55,4.605,4.645
"2011-02-21",3.15,3.5,3.615,3.775,3.89,4.04,4.15,4.23,4.305,4.36,4.405,4.4525,4.505,4.56,4.615,4.655
"2011-02-22",3.15,3.4775,3.59,3.7325,3.845,3.98,4.08,4.1525,4.2275,4.2825,4.33,4.38,4.4275,4.483,4.5375,4.5775
"2011-02-23",3.15,3.4775,3.595,3.7475,3.865,4.005,4.11,4.19,4.2625,4.32,4.3725,4.42,4.475,4.53,4.585,4.625
"2011-02-24",3.16,3.46,3.57,3.715,3.825,3.955,4.0575,4.135,4.21,4.27,4.3225,4.37,4.425,4.48,4.535,4.575
"2011-02-25",3.16,3.465,3.565,3.715,3.83,3.96,4.065,4.15,4.2275,4.285,4.34,4.3875,4.44,4.495,4.55,4.59
"2011-02-28",3.17,3.4475,3.555,3.7025,3.815,3.9525,4.0625,4.1575,4.23,4.295,4.3475,4.39,4.45,4.505,4.56,4.6
"2011-03-01",3.17,3.445,3.555,3.7,3.815,3.9525,4.0625,4.1575,4.23,4.295,4.345,4.39,4.45,4.505,4.56,4.6
"2011-03-02",3.17,3.48,3.585,3.7375,3.845,3.985,4.09,4.18,4.2575,4.31,4.3675,4.4125,4.47,4.525,4.58,4.62
"2011-03-03",3.23,3.57,3.675,3.815,3.9275,4.07,4.165,4.25,4.325,4.375,4.42,4.46,4.525,4.58,4.635,4.675
"2011-03-04",3.27,3.61,3.71,3.8525,3.96,4.1,4.19,4.27,4.3475,4.39,4.445,4.485,4.535,4.59,4.645,4.685
"2011-03-07",3.285,3.615,3.7,3.845,3.9525,4.09,4.18,4.255,4.3325,4.375,4.425,4.4775,4.52,4.5775,4.63,4.67
"2011-03-08",3.3,3.5925,3.69,3.835,3.935,4.07,4.1625,4.24,4.3125,4.3525,4.3975,4.4425,4.485,4.54,4.595,4.635
"2011-03-09",3.3,3.575,3.665,3.7925,3.8875,4.0075,4.1,4.1775,4.25,4.2975,4.33,4.38,4.4275,4.475,4.5375,4.5775
"2011-03-10",3.39,3.5875,3.6475,3.74,3.815,3.92,4.0125,4.09,4.1525,4.21,4.25,4.3,4.34,4.375,4.45,4.49
"2011-03-11",3.39,3.5975,3.655,3.75,3.82,3.92,4.015,4.095,4.1625,4.21,4.2475,4.295,4.335,4.385,4.445,4.485
"2011-03-14",3.39,3.545,3.5925,3.695,3.74,3.815,3.89,3.955,4.03,4.0625,4.1,4.15,4.195,4.245,4.305,4.345
"2011-03-15",3.39,3.52,3.57,3.63,3.675,3.73,3.81,3.88,3.9325,3.99,4.025,4.0725,4.115,4.175,4.225,4.265
"2011-03-16",3.39,3.57,3.62,3.69,3.7375,3.8075,3.895,3.9625,4.025,4.0725,4.115,4.16,4.1975,4.25,4.3075,4.3475
"2011-03-17",3.39,3.58,3.635,3.71,3.77,3.845,3.93,4,4.06,4.11,4.15,4.195,4.23,4.285,4.34,4.38
"2011-03-18",3.39,3.5875,3.645,3.73,3.79,3.87,3.95,4.025,4.085,4.14,4.18,4.225,4.265,4.28,4.375,4.415
"2011-03-21",3.39,3.595,3.685,3.78,3.855,3.95,4.035,4.1,4.1625,4.21,4.255,4.3,4.33,4.395,4.44,4.48
"2011-03-22",3.39,3.595,3.675,3.78,3.865,3.96,4.045,4.115,4.175,4.225,4.265,4.315,4.345,4.4,4.455,4.495
"2011-03-23",3.39,3.5775,3.65,3.765,3.84,3.94,4.0175,4.0875,4.15,4.2025,4.24,4.2825,4.32,4.375,4.43,4.47
"2011-03-24",3.39,3.58,3.65,3.75,3.83,3.935,4.015,4.085,4.145,4.2,4.24,4.285,4.325,4.375,4.435,4.475
"2011-03-25",3.39,3.6,3.68,3.775,3.875,3.98,4.06,4.13,4.19,4.245,4.29,4.33,4.375,4.43,4.485,4.525
